20	24	0.0766620126966
21	24	0.0769011537887
22	24	0.0783579668288
23	24	0.0807133907702
1	24	0.0815791325499
0	24	0.0778431914869
3	24	0.106278148136
2	24	0.0768661604
5	24	0.0780386518952
4	24	0.0757716245497
7	24	0.0885662840737
6	24	0.0833565388014
9	24	0.0832293032485
8	24	0.0826504661507
11	24	0.0786348463675
10	24	0.0790795804022
13	24	0.07823674915
12	24	0.0760957359919
15	24	0.0786528544399
14	24	0.133896607174
17	24	0.0786218144918
16	24	0.076887782645
19	24	0.0848869214318
18	24	0.0825616754192
24	20	0.0766620126966
21	20	0.0154611873693
22	20	0.0216797617517
23	20	0.0276074646137
1	20	0.0312099034217
0	20	0.0196182323548
3	20	0.071775970609
2	20	0.0242378693342
5	20	0.0209120289589
4	20	0.0212030560318
7	20	0.0467839654894
6	20	0.0370209971017
9	20	0.0354338301282
8	20	0.0352275982366
11	20	0.0220747897998
10	20	0.0241523187766
13	20	0.022431442798
12	20	0.011700031157
15	20	0.022520794434
14	20	0.110007031695
17	20	0.022251762396
16	20	0.0152580360448
19	20	0.0398419859727
18	20	0.0328316111868
24	21	0.0769011537887
20	21	0.0154611873693
22	21	0.0206976014875
23	21	0.0296737607522
1	21	0.0356309486459
0	21	0.0197471113438
3	21	0.0760713340372
2	21	0.0238678916825
5	21	0.0198716351169
4	21	0.0201385084784
7	21	0.0465897891423
6	21	0.0366900277479
9	21	0.0344248731937
8	21	0.034163560969
11	21	0.0224374693222
10	21	0.023257872104
13	21	0.0213382913208
12	21	0.0102427750322
15	21	0.0203004046284
14	21	0.110402349852
17	21	0.0225968015533
16	21	0.0140618443635
19	21	0.0395824908442
18	21	0.0346064457815
24	22	0.0783579668288
20	22	0.0216797617517
21	22	0.0206976014875
23	22	0.0333018722541
1	22	0.0380189904284
0	22	0.025039502665
3	22	0.0773026795785
2	22	0.0282538250077
5	22	0.0249895679869
4	22	0.0251012696379
7	22	0.0494060653287
6	22	0.0369642865367
9	22	0.0364935327732
8	22	0.03760523162
11	22	0.0272081616742
10	22	0.028204646175
13	22	0.0260593081555
12	22	0.0183682503074
15	22	0.0264020105193
14	22	0.111559823513
17	22	0.0268033382535
16	22	0.0209422709725
19	22	0.0416527986422
18	22	0.0374768967471
24	23	0.0807133907702
20	23	0.0276074646137
21	23	0.0296737607522
22	23	0.0333018722541
1	23	0.0406772667331
0	23	0.0322983131151
3	23	0.0742190127978
2	23	0.0354698913285
5	23	0.0330587645105
4	23	0.0330840883184
7	23	0.0513436016949
6	23	0.0450774388134
9	23	0.043701366533
8	23	0.0429549936009
11	23	0.0338424895
10	23	0.0339120512351
13	23	0.0340084170865
12	23	0.0277716789853
15	23	0.0336520219956
14	23	0.112973535806
17	23	0.0337760412415
16	23	0.0295309324795
19	23	0.0473484902356
18	23	0.0408440140317
